ApplStandard,Brand,Cap,CEC Cold,CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,7.5,,276,,62.9,False,Cold,China,False,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WAS24460AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.01664615609,4.0,0.000347,1.15,"Cottons Eco, 60c, 1200rpm","Australia,Fiji,New Zealand",0.0,51800,Approved,245.0,62.9,Drum,0.62759,,2015-07-20,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,TURBO LINE,5,75,459,,95.9,False,Dual,China,False,550.0,Non Drum,860.0,22.6,No,Top,Impeller,BRWM50,AS/NZS 2040.1:2005/Amdt 3:2010,1.76024513318,1.5,0.0,1.5,Normal soak wash program,Australia,1.0,54026,Approved,74.0,118.5,Non-Drum,0.7732,545.0,2016-01-31,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,7.5,,211,,59.09,False,Cold,Germany,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,W 5943,AS/NZS 2040.1:2005/Amdt 3:2010,4.78606626535,4.5,0.00108,0.04,Cottons 40°C,"Australia,New Zealand",0.04,52915,Approved,145.0,59.09,Drum,0.514,,2015-09-12,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,EUROMAID,7,,394,,59.43,False,Cold,China,True,,Drum,,0.5,Yes on the warm wash program only,Front,Drum,WM7,AS/NZS 2040.1:2005/Amdt 3:2010,3.18885743139,3.0,0.0,1.37,"Cotton Eco, 60 C, 1200rpm","Australia,New Zealand",0.17,51383,Approved,180.0,59.93,Drum,0.56,,2015-07-13,,Single product class,Unavailable,http://hapl.com.au/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARISTON,8,,350,-,68.3,False,Cold,Italy,True,,Drum,,,Yes on the warm wash program only,Front,Drum,AQ9L 29U,AS/NZS 2040.1:2005/Amdt 3:2010,3.73412146308,3.5,0.001,2.69,"Cotton, 60 deg C, 1200 rpm","Australia,New Zealand",2.26,50535,Approved,240.0,68.3,Drum,0.5804,,2015-05-11,,Single product class,Unavailable,,http://www.indesit.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARISTON,8,,350,-,68.3,False,Cold,Italy,True,,Drum,,,Yes on the warm wash program only,Front,Drum,AQ9F 29U,AS/NZS 2040.1:2005/Amdt 3:2010,3.73412146308,3.5,0.001,2.69,"Cotton, 60 deg C, 1200 rpm","Australia,New Zealand",2.26,50535,Approved,240.0,68.3,Drum,0.5804,,2015-05-11,,Single product class,Unavailable,,http://www.indesit.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HOOVER,8,,238,,65.4,False,Cold,"Italy,China",True,600.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,DYN 9166P,AS/NZS 2040.1:2005/Amdt 3:2010,4.53534795728,4.5,5e-05,1.86,"Cotton 40 C, Max Wash Time 1600 RPM","Australia,New Zealand",0.17,50305,Approved,179.0,65.4,Drum,0.57677,600.0,2015-07-06,,Single product class,Available,http://www.candy-group.com/,http://www.andico.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HOOVER,7,,285,,59.8,False,Cold,"Italy,China",True,520.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,VHD 812,AS/NZS 2040.1:2005/Amdt 3:2010,3.82079227596,3.5,3e-05,0.83,"Cotton Colour 40 C, 1200 RPM","Australia,New Zealand",0.17,50276,Approved,201.0,59.8,Drum,0.61977,600.0,2015-07-01,,Single product class,Available,http://www.candy-group.com/,http://www.andico.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,340,,68.8,False,Dual,"""Korea, Republic of""",True,,Drum,,1.1,Yes on the warm wash program only,Front,Drum,WD14030D,AS/NZS 2040.1:2005/Amdt 3:2010,4.09722522502,4.0,0.000226,0.28,"Cotton 40 C, Intensive, Normal,1400rpm","Australia,New Zealand",0.28,50084,Approved,240.0,69.9,Drum,0.48953,,2015-05-10,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,340,,68.8,False,Dual,"""Korea, Republic of""",True,,Drum,,1.1,Yes on the warm wash program only,Front,Drum,WD14039D,AS/NZS 2040.1:2005/Amdt 3:2010,4.09722522502,4.0,0.000226,0.28,"Cotton 40 C, Intensive, Normal,1400rpm","Australia,New Zealand",0.28,50084,Approved,240.0,69.9,Drum,0.48953,,2015-05-10,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,340,,68.8,False,Dual,"""Korea, Republic of""",True,,Drum,,1.1,Yes on the warm wash program only,Front,Drum,WD14035D,AS/NZS 2040.1:2005/Amdt 3:2010,4.09722522502,4.0,0.000226,0.28,"Cotton 40 C, Intensive, Normal,1400rpm","Australia,New Zealand",0.28,50084,Approved,240.0,69.9,Drum,0.48953,,2015-05-10,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,340,,68.8,False,Dual,"""Korea, Republic of""",True,,Drum,,1.1,Yes on the warm wash program only,Front,Drum,WD14036D,AS/NZS 2040.1:2005/Amdt 3:2010,4.09722522502,4.0,0.000226,0.28,"Cotton 40 C, Intensive, Normal,1400rpm","Australia,New Zealand",0.28,50084,Approved,240.0,69.9,Drum,0.48953,,2015-05-10,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,GALANZ,7,71,318,Cotton 0; 1200 rpm,54.5,False,Dual,China,True,,Drum,,5.0,Yes on the warm wash program only,Front,Drum,XQG70-A112PE,AS/NZS 2040.1:2005/Amdt 3:2010,3.5180224904,3.5,0.0,1.12,Cotton 60; 1200 rpm ,"Australia,New Zealand",0.94,51760,Approved,228.1,59.5,Drum,0.663,,2016-01-23,,Single product class,Available,,http://www.galanz.com/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7.5,169,467,"Water saving, cold water, 3 rinses, Intensive wash, 1000 rpm spin",63.16,False,Cold,"""Korea, Republic of""",True,,Drum,,1.0,Yes on the warm wash program only,Front,Drum,WF8750LSW,AS/NZS 2040.1:2005/Amdt 3:2010,2.96990927172,2.5,0.0,0.7,"Water saving, 40 deg C, 3 rinses, Intensive wash, 1000 rpm spin","Australia,New Zealand",0.56,49784,Approved,253.29,64.16,Drum,0.543,,2015-05-12,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,GE,10,,527,,92.0,False,Dual,China,True,,Drum,,20.0,Yes on the warm wash program only,Front,Drum,WIV683CJ***,AS/NZS 2040.1:2005/Amdt 3:2010,3.15951651119,3.0,0.0,1.4237,"Stain Wash, Extra Rinse, Soil Level Normal, Spin Speed High, Wash Temp Hot","Australia,New Zealand",0.64,49556,Approved,164.0,112.0,Drum,0.68722,,2015-03-31,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,INDESIT,7.5,,580,-,61.6,False,Cold,Italy,True,,Drum,,,Yes on the warm wash program only,Front,Drum,IWD 7105 B,AS/NZS 2040.1:2005/Amdt 3:2010,2.23215861607,2.0,0.001,0.39,"Program No 2, 60 deg C, 1000 rpm","Australia,New Zealand",0.38,49106,Approved,219.0,61.6,Drum,0.721,,2015-02-15,,Single product class,Unavailable,,http://www.indesit.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8,135,868,"Water saving wash, maximum water level, cold water temperature. ",37.48,False,Dual,Thailand,True,,Non Drum,,43.04,No,Top,Agitator,SW80SP,AS/NZS 2040.1:2005/Amdt 3:2010,1.43845118039,1.0,0.0,0.5,"Water saving wash, maximum water level, cold & hot water temperature.","Australia,New Zealand",0.5,49061,Approved,99.02,80.52,Non-Drum,0.651,,2015-02-15,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HAIER,8,,485,,55.8,False,Cold,China,True,,Drum,,1.0,Yes on the warm wash program only,Front,Drum,HWM1480AFL,AS/NZS 2040.1:2005/Amdt 3:2010,3.00692697426,3.0,5e-05,0.66,"Cotton 60  deg C, Intensive,1400 RPM","Australia,New Zealand",0.64,48814,Approved,176.0,56.8,Drum,0.56322,,2015-02-08,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HAIER,8,,485,,55.8,False,Cold,China,True,,Drum,,1.0,Yes on the warm wash program only,Front,Drum,HWM1480BFL,AS/NZS 2040.1:2005/Amdt 3:2010,3.00692697426,3.0,5e-05,0.66,"Cotton 60  deg C, Intensive,1400 RPM","Australia,New Zealand",0.64,48814,Approved,176.0,56.8,Drum,0.56322,,2015-02-08,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HAIER,8,,485,,55.8,False,Cold,China,True,,Drum,,1.0,Yes on the warm wash program only,Front,Drum,HWM1480DFL,AS/NZS 2040.1:2005/Amdt 3:2010,3.00692697426,3.0,5e-05,0.66,"Cotton 60  deg C, Intensive,1400 RPM","Australia,New Zealand",0.64,48814,Approved,176.0,56.8,Drum,0.56322,,2015-02-08,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HAIER,8,,485,,55.8,False,Cold,China,True,,Drum,,1.0,Yes on the warm wash program only,Front,Drum,HWM1480GFL,AS/NZS 2040.1:2005/Amdt 3:2010,3.00692697426,3.0,5e-05,0.66,"Cotton 60  deg C, Intensive,1400 RPM","Australia,New Zealand",0.64,48814,Approved,176.0,56.8,Drum,0.56322,,2015-02-08,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HAIER,8,,485,,55.8,False,Cold,China,True,,Drum,,1.0,Yes on the warm wash program only,Front,Drum,HWM1480HFL,AS/NZS 2040.1:2005/Amdt 3:2010,3.00692697426,3.0,5e-05,0.66,"Cotton 60  deg C, Intensive,1400 RPM","Australia,New Zealand",0.64,48814,Approved,176.0,56.8,Drum,0.56322,,2015-02-08,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HAIER,8,,485,,55.8,False,Cold,China,True,,Drum,,1.0,Yes on the warm wash program only,Front,Drum,HWM1480EFL,AS/NZS 2040.1:2005/Amdt 3:2010,3.00692697426,3.0,5e-05,0.66,"Cotton 60  deg C, Intensive,1400 RPM","Australia,New Zealand",0.64,48814,Approved,176.0,56.8,Drum,0.56322,,2015-02-08,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HAIER,8,,485,,55.8,False,Cold,China,True,,Drum,,1.0,Yes on the warm wash program only,Front,Drum,HWM1480PFL,AS/NZS 2040.1:2005/Amdt 3:2010,3.00692697426,3.0,5e-05,0.66,"Cotton 60  deg C, Intensive,1400 RPM","Australia,New Zealand",0.64,48814,Approved,176.0,56.8,Drum,0.56322,,2015-02-08,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,6.5,107,645,,44.2,False,Dual,Thailand,True,,Non Drum,,31.9,No,Top,Impeller,SW65V9W,AS/NZS 2040.1:2005/Amdt 3:2010,1.64956411971,1.5,0.0,0.45,"Water Saving, Cold & Hot Water Temperature, Maximum Water Level","Australia,New Zealand",0.46,47968,Approved,84.0,76.1,Non-Drum,0.67889,,2014-12-22,,Single product class,Unavailable,,http://www.samsung.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARISTON,7.5,,580,,61.6,False,Cold,Italy,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,AQ7L 05 U,AS/NZS 2040.1:2005/Amdt 3:2010,2.23215861607,2.0,0.00104,0.39,Normal  Cotton 60°C and 1000 RPM,"Australia,New Zealand",0.38,48277,Approved,218.0,61.6,Drum,0.72104,,2015-03-09,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,9.5,98,678,,65.1,False,Dual,"""Korea, Republic of""",True,,Drum,,31.4,No,Top,Impeller,WT-H950,AS/NZS 2040.1:2005/Amdt 3:2010,2.50328358129,2.5,2e-05,0.0,"Eco Cotton, Warm","Australia,New Zealand",0.0,46689,Approved,72.0,96.5,Non-Drum,0.65116,,2014-10-25,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8,90,580,,52.0,False,Dual,"""Korea, Republic of""",True,,Drum,,27.7,No,Top,Impeller,WT-H800,AS/NZS 2040.1:2005/Amdt 3:2010,2.50343485902,2.5,0.0,0.0,"Eco Cotton, Warm","Australia,New Zealand",0.0,46688,Approved,68.0,79.7,Non-Drum,0.61658,,2014-10-25,,Single product class,Unavailable,,http://www.lge.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7.5,129,756,"Water saving wash, maximum water level, cold water temperature. ",39.46,False,Dual,Thailand,True,,Non Drum,,37.16,No,Top,Agitator,SW75V9W,AS/NZS 2040.1:2005/Amdt 3:2010,1.59341989552,1.5,0.0,0.485,"Water saving wash, maximum water level, cold & hot water temperature.","Australia,New Zealand",0.488,46500,Approved,92.92,76.62,Non-Drum,0.7,,2014-12-20,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8.5,142,435,"Water saving, cold water temperature, 3 rinses, Intensive wash, 1400 rpm spin",68.69,False,Cold,"""Korea, Republic of""",True,,Drum,,1.0,Yes on the warm wash program only,Front,Drum,WF9854RWE,AS/NZS 2040.1:2005/Amdt 3:2010,3.39444222385,3.0,0.0,0.739,"Water saving, 40C water temperature, 3 rinses, Intensive wash, 1400 rpm spin","Australia,New Zealand",0.624,46498,Approved,237.03,69.69,Drum,0.57,,2014-10-19,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARDA,6,,443,-,123.9,False,Dual,China,False,,Non Drum,,22.4,No,Top,Agitator,RVP60RC,AS/NZS 2040.1:2005/Amdt 3:2010,2.17276811687,2.0,0.0,0.0,"Normal, High water level","Australia,New Zealand",0.0,45792,Approved,60.0,146.3,Non-Drum,0.88,,2014-09-17,,Single product class,Unavailable,http://www.technika.com.au/,http://www.technika.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,INDESIT,7.5,114,528,"Temp Cold, 1200 rpm",59.84,False,Cold,"Italy,Poland",True,,Drum,,0.5,Yes on the warm wash program only,Front,Drum,IWDC 7125 B,AS/NZS 2040.1:2005/Amdt 3:2010,2.51833721368,2.5,0.0,1.614,"Cotton 60 degC, 1200rpm","Australia,New Zealand",1.677,45366,Approved,177.23,60.34,Drum,0.67,,2014-09-22,,Single product class,Unavailable,,http://www.indesit.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,TURBO LINE,8.5,93,733,"Normal, water level 8, cold temperature",152.59,False,Dual,China,True,,Non Drum,,34.46,No,Top,Agitator,BRWM 8,AS/NZS 2040.1:2005/Amdt 3:2010,1.81835337289,1.5,0.0,1.357,"Normal, water level 8, warm temperature","Australia,New Zealand",1.287,45277,Approved,93.14,187.05,Non-Drum,0.88,,2014-10-11,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Technika,7.5,,465,"Cotton, Normal 60,Medium water level, 1000 rpm.",63.2,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,T75E1000FL,AS/NZS 2040.1:2005/Amdt 3:2010,2.83844496757,2.5,0.0,2.37,"Cotton, Normal 60,Medium water level, 1000 rpm.","Australia,New Zealand",0.09,45181,Approved,164.5,63.2,Drum,0.652,,2014-08-30,,Single product class,Unavailable,,http://www.technika.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7.5,117,362,"Water saving, cold wash, Intensive Wash or Dry, 3 rinses, 1400 rpm spin",62.51,False,Cold,"""Korea, Republic of""",True,,Drum,,1.0,Yes on the warm wash program only,Front,Drum,WD8704EJA,AS/NZS 2040.1:2005/Amdt 3:2010,3.52422870097,3.5,0.00032,0.7,"Water Saving, 40°C wash, Intensive Wash or Dry, 3 rinses, 1400 rpm spin","Australia,New Zealand",0.67,44570,Approved,231.72,63.51,Drum,0.576,,2014-08-11,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8,163,387,"Water saving, cold wash, Intensive, 1200 rpm spin",66.94,False,Cold,"""Korea, Republic of""",True,,Drum,,0.5,Yes on the warm wash program only,Front,Drum,WF8802RSW,AS/NZS 2040.1:2005/Amdt 3:2010,3.60385916227,3.5,0.00018,0.667,"Water Saving, 40°C wash, Intensive, 1200 rpm spin","Australia,New Zealand",0.522,44569,Approved,207.61,67.44,Drum,0.52,,2014-08-12,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARDA,5,67,516,"Normal,  Water level 8, Cold Wash Temp. ",112.73,False,Dual,China,True,,Non Drum,,25.15,No,Top,Agitator,RVP50,AS/NZS 2040.1:2005/Amdt 3:2010,1.39255544714,1.0,0.0,1.2,"Normal,  Water level 8, Warm Wash Temp. ","Australia,New Zealand",1.16,44566,Approved,78.76,137.88,Non-Drum,0.864,,2014-08-04,,Single product class,Unavailable,http://www.mideaaircon.com/,http://www.technika.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,V-ZUG,8,93,316,,76.0,False,Cold,,True,600.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,267,AS/NZS 2040.1:2005/Amdt 3:2010,3.97182905286,3.5,0.11,0.165,"Coloureds 40°C, Soiling Normal, 1400 rpm","Australia,New Zealand",0.0,43661,Approved,144.0,76.0,Drum,0.57,595.0,2014-10-11,,Single product class,Unavailable,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Haier,6,,327,,26.73,False,Dual,China,,,Drum,,8.7,Yes on the warm wash program only,Front,Drum,HK1200TXVE/HWM1260K,AS/NZS 2040.1:2005/Amdt 3:2010,3.24110385339,3.0,,,COTTON 146 MIN,"Australia,New Zealand",,22714,Superseded,117.0,35.43,Drum,0.577,,2010-11-08,2007-03-31,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Haier,5.5,,325,,58.35,,Dual,China,,,Drum,,7.99,No,Front,Drum,HDS1255TVE/HWM1255DS,AS/NZS 2040.1:2005/Amdt 3:2010,2.95753225073,2.5,,,COTTON 60deg C INTENSIVE,"Australia,New Zealand",,22712,Superseded,152.0,66.34,Drum,0.647,,2010-11-08,2007-03-31,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,181,482,"Eco Cotton,Spin Ultra,Rinse 4, Wash 6, Water level 2, Cold Wash, Soak 2:00",,False,Dual,"""Korea, Republic of""",True,670.0,Drum,1020.0,,Yes on the warm wash program only,Top,Impeller,WTG8532WH,AS/NZS 2040.1:2005/Amdt 3:2010,3.00198596954,3.0,9e-05,0.3,"Eco Cotton,Spin Ultra,Rinse 4, Wash 6, Water level 2, Cold Wash, Hot Wash, Soak 2:00","Australia,New Zealand",0.3,79478,Approved,239.0,0.0,Non-Drum,0.68379,632.0,2019-03-29,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,V-ZUG,8,,287,,64.0,False,Cold,,True,600.0,Drum,850.0,,Yes on the warm wash program only,Front,Drum,269,AS/NZS 2040.1:2005/Amdt 3:2010,4.16756721216,4.0,0.0,0.04,"Coloureds 40°C, Soiling Normal, 1400 rpm","Australia,New Zealand",0.0,54140,Approved,261.0,64.0,Drum,0.58,595.0,2015-10-19,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,AKAI,9,0,801,,0.0,False,Dual,China,True,626.0,Non Drum,985.0,0.0,No,Top,Impeller,XQB100-Y1066S,AS/NZS 2040.1:2005/Amdt 3:2010,1.82851724457,1.5,0.0,1.2,"Normal, Remaining Default (Water Level: Extra High, Water Temp: Warm)","Australia,Fiji,New Zealand",1.2,78520,Approved,116.0,0.0,Non-Drum,78.2,601.0,2019-01-23,,Single product class,Available,,http://www.tempoaustralia.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,PARMCO,8.5,188,280,Normal; Cold; 1400 rpm.,66.2,False,Cold,"""Korea, Republic of""",True,,Drum,,1.0,Yes on the warm wash program only,Front,Drum,PW-F85-W,AS/NZS 2040.1:2005/Amdt 3:2010,4.37228161753,4.0,0.0,0.37,Normal; 40 deg C; 1400 rpm,"Australia,New Zealand",0.37,55300,Approved,242.84,67.2,Drum,0.56,,2015-12-21,,Single product class,Available,,http://Daewoo Electronics Corp.
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,10,,323,,,False,Dual,"""Korea, Republic of"",China",True,640.0,Drum,850.0,,Yes on both the warm and cold wash programs,Front,,WD14070SD6,AS/NZS 2040.1:2005/Amdt 3:2010,4.50327858863,4.5,0.00026,0.31,"Cotton Eco, 40C, Intensive, Normal Rinse, 1400RPM","Australia,New Zealand",0.00026,64487,Approved,304.0,0.0,Drum,0.51609,600.0,2017-04-10,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,10,,323,,,False,Dual,"""Korea, Republic of"",China",True,640.0,Drum,850.0,,Yes on both the warm and cold wash programs,Front,,WD14070D6,AS/NZS 2040.1:2005/Amdt 3:2010,4.50327858863,4.5,0.00026,0.31,"Cotton Eco, 40C, Intensive, Normal Rinse, 1400RPM","Australia,New Zealand",0.00026,64487,Approved,304.0,0.0,Drum,0.51609,600.0,2017-04-10,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,DAEWOO,7.5,56,363,Cotton Cold 1400 rpm,57.79,False,Cold,"""Korea, Republic of""",True,540.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,,DWD-FD1452,AS/NZS 2040.1:2005/Amdt 3:2010,3.37763451196,3.0,0.0,0.999,Cotton 40 1400 rpm,"Australia,Fiji,New Zealand",0.875,62748,Approved,235.0,58.79,Drum,0.67,595.0,2016-12-19,,Single product class,Available,,http://Daewoo Electronics Corp.
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARISTON,8.5,0,295,Not conducted.,0.0,False,Cold,Italy,True,550.0,Drum,1863.0,0.0,Yes on the warm wash program only,Front,,ADS9D 297,AS/NZS 2040.1:2005/Amdt 3:2010,4.2150793235,4.0,0.00209,0.84,"Cotton, 60 degC, 1200 rpm","Australia,Fiji,New Zealand",0.00209,71175,Approved,282.0,0.0,Drum,0.58527,540.0,2018-03-28,,Single product class,Available,,http://www.indesit.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARISTON,8.5,0,295,Not conducted.,0.0,False,Cold,Italy,True,550.0,Drum,1863.0,0.0,Yes on the warm wash program only,Front,,AQ9F 29 U.1/V,AS/NZS 2040.1:2005/Amdt 3:2010,4.2150793235,4.0,0.00209,0.84,"Cotton, 60 degC, 1200 rpm","Australia,Fiji,New Zealand",0.00209,63401,Approved,282.0,0.0,Drum,0.58527,540.0,2017-02-01,,Single product class,Available,,http://www.indesit.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARISTON,8.5,0,295,Not conducted.,0.0,False,Cold,Italy,True,550.0,Drum,1863.0,0.0,Yes on the warm wash program only,Front,,AQ9L 29 U.1,AS/NZS 2040.1:2005/Amdt 3:2010,4.2150793235,4.0,0.00209,0.84,"Cotton, 60 degC, 1200 rpm","Australia,Fiji,New Zealand",0.00209,63401,Approved,282.0,0.0,Drum,0.58527,540.0,2017-02-01,,Single product class,Available,,http://www.indesit.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARISTON,8.5,0,295,Not conducted.,0.0,False,Cold,Italy,True,550.0,Drum,1863.0,0.0,Yes on the warm wash program only,Front,,AQ9F 29 U/V,AS/NZS 2040.1:2005/Amdt 3:2010,4.2150793235,4.0,0.00209,0.84,"Cotton, 60 degC, 1200 rpm","Australia,Fiji,New Zealand",0.00209,62632,Approved,282.0,0.0,Drum,0.58527,540.0,2016-12-21,,Single product class,Available,,http://www.indesit.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARISTON,8.5,0,295,Not conducted.,0.0,False,Cold,Italy,True,550.0,Drum,1863.0,0.0,Yes on the warm wash program only,Front,,AQ9L 29 U,AS/NZS 2040.1:2005/Amdt 3:2010,4.2150793235,4.0,0.00209,0.84,"Cotton, 60 degC, 1200 rpm","Australia,Fiji,New Zealand",0.00209,62632,Approved,282.0,0.0,Drum,0.58527,540.0,2016-12-21,,Single product class,Available,,http://www.indesit.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HELLER,5,91,435,Normal,49.0,False,Dual,China,True,555.0,Non Drum,906.0,20.0,No,Top,Impeller,HTLW5,AS/NZS 2040.1:2005/Amdt 3:2010,1.73979141717,1.5,0.82,0.82,Normal,"Australia,Fiji",0.82,79103,Approved,89.0,69.0,Non-Drum,93.8,545.0,2019-03-17,,Single product class,Unavailable,http://www.gafcontrol.com.au/,http://www.gafcontrol.com.au 
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Galanz,6,58,265,"Cotton ""snowflake""",6.15,True,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,XQG60-A208TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.47240571446,3.0,0.00013,0.4,Cotton standard 40,"Australia,Fiji,New Zealand,Other",0.4,62639,Approved,186.0,6.15,Drum,0.73,,2017-01-21,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Galanz,6,58,265,"Cotton ""snowflake""",6.15,True,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,XQG60-A508TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.47240571446,3.0,0.00013,0.4,Cotton standard 40,"Australia,Fiji,New Zealand,Other",0.4,62639,Approved,186.0,6.15,Drum,0.73,,2017-01-21,,Single product class,Unavailable,,
